language,backend,source_en,reference,hypothesis,elapsed_seconds,status
kn,indic_nllb,Sleep interruption is the process of purposefully awakening during your normal sleep period and falling asleep a short time later (10–60 minutes).,ನಿದ್ರೆಯ ಅಡಚಣೆ ಎಂದರೆ ಸಾಮಾನ್ಯ ನಿದ್ರೆಯ ಸಮಯದಲ್ಲಿ ಪ್ರಜ್ಞಾಪೂರ್ವಕವಾಗಿ ಎಚ್ಚರಗೊಂಡು ನಂತರ ಅಲ್ಪಾವಧಿಯಲ್ಲಿಯೇ (10-60 ನಿಮಿಷಗಳು) ನಿದ್ರಿಸುವುದು.,ನಿದ್ರೆಯ ಅಡಚಣೆ ಎಂದರೆ ನಿಮ್ಮ ಸಾಮಾನ್ಯ ನಿದ್ರೆಯ ಅವಧಿಯಲ್ಲಿ ಉದ್ದೇಶಪೂರ್ವಕವಾಗಿ ಎಚ್ಚರಗೊಳ್ಳುವ ಮತ್ತು ಸ್ವಲ್ಪ ಸಮಯದ ನಂತರ (1060 ನಿಮಿಷಗಳು) ನಿದ್ರೆಗೆ ಬರುವುದು.,0.6323027610778809,ok
kn,indic_nllb,"Goats seem to have been first domesticated roughly 10,000 years ago in the Zagros Mountains of Iran.","ಆಡುಗಳನ್ನು, ಸುಮಾರು 10,000 ವರ್ಷಗಳ ಹಿಂದೆ ಇರಾನ್ ನ ಝಾಗ್ರೋಸ್ ಮೌಂಟೇನ್ ನಲ್ಲಿ  ಮೊದಲ ಬಾರಿಗೆ ಸಾಕಲು ಪಳಗಿಸಲಾಯಿತು ಎಂದು ತಿಳಿದು ಬರುತ್ತದೆ.","ಇರಾನ್ನ ಜಾಗ್ರೋಸ್ ಪರ್ವತಗಳಲ್ಲಿ ಸುಮಾರು 10,000 ವರ್ಷಗಳ ಹಿಂದೆ ಈ ಬೇಕೆಗಳನ್ನು ಮೊದಲ ಬಾರಿಗೆ ಆತಿಥ್ಯ ವಹಿಸಲಾಗಿತ್ತು.",0.5024826526641846,ok
kn,indic_nllb,"The main Amazon River is 6,387 km (3,980 miles). It collects water from thousands of smaller rivers.","ಮುಖ್ಯ ಅಮೆಜಾನ್ ನದಿಯು 6,387 ಕಿಮೀ (3,980 ಮೈಲಿಗಳು). ಇದು ಸಾವಿರಾರು ಸಣ್ಣ ನದಿಗಳಿಂದ ನೀರನ್ನು ಸಂಗ್ರಹಿಸುತ್ತದೆ.","ಅಮಜಾನ್ ನದಿ 6,387 ಕಿಲೋಮೀಟರ್ ಉದ್ದದದ್ದು.",0.31034111976623535,ok
kn,indic_nllb,Segregation and recombination shuffle variation back and forth between the two pools with each generation.,ಬೇರ್ಪಡಿಸುವಿಕೆ ಮತ್ತು ಮರು ಸಂಯೋಜನೆ ವ್ಯತ್ಯಾಸಗಳನ್ನು ಪ್ರತಿ ಪೀಳಿಗೆಯಲ್ಲಿ ಎರಡು ಗುಂಪುಗಳ ನಡುವೆ ಶಫಲ್ ಮಾಡುತ್ತವೆ.,ಪ್ರತ್ಯೇಕತೆ ಮತ್ತು ಪುನರ್ಮಿಲನವು ಪ್ರತಿ ಪೀಳಿಗೆಯೊಂದಿಗೆ ಎರಡು ಪೂಲ್ಗಳ ನಡುವೆ ಹಿಂದಕ್ಕೆ ಮತ್ತು ಮುಂದಕ್ಕೆ ವ್ಯತ್ಯಾಸವನ್ನು ಮಿಶ್ರಣ ಮಾಡುತ್ತದೆ.,0.5428140163421631,ok
kn,indic_nllb,"Hershey and Chase used phages, or viruses, to implant their own DNA into a bacterium.",ಹರ್ಷೇ ಮತ್ತು ಚೇಸ್ ತಮ್ಮ ಸ್ವಂತ DNA ಯನ್ನು ಒಂದು ಬ್ಯಾಕ್ಟೀರಿಯಮ್‍‌ನಲ್ಲಿ ಒಳ ಸೇರಿಸಲು ಬ್ಯಾಕ್ಟೀರಿಯಾ  ಅಥವಾ ವೈರಾಣುಗಳನ್ನು ಬಳಸಿದರು.,ಹೆರ್ಶೀ ಮತ್ತು ಚೇಸ್ ತಮ್ಮದೇ ಆದ ಡಿಎನ್ಎಯನ್ನು ಬ್ಯಾಕ್ಟೀರಿಯಾದಲ್ಲಿ ನೆಡಲು ಫೇಜಸ್ ಅಥವಾ ವೈರಸ್ಗಳನ್ನು ಬಳಸಿದರು.,0.6108322143554688,ok
kn,indic_nllb,Commons Administrator Adam Cuerden expressed his frustration over the deletions when he spoke to Wikinews last month.,"ಕಳೆದ ತಿಂಗಳು, ಸಾರ್ವಜನಿಕ ವ್ಯವಹಾರಗಳ ನಿರ್ವಾಹಕ ಆಡಮ್ ಕ್ಯುರ್ಡೆನ್ ವಿಕಿನೆವ್ಸ್‌ಗೆ ನೀಡಿದ ಸಂದರ್ಶನದಲ್ಲಿ ಅಳಿಸುವಿಕೆಯ ಬಗ್ಗೆ ಹತಾಶೆ ವ್ಯಕ್ತಪಡಿಸಿದರು.","ಕಳೆದ ತಿಂಗಳು ವಿಕಿನ್ಯೂಸ್ಗೆ ಮಾತನಾಡಿದ ಕಾಮನ್ಸ್ ನಿರ್ವಾಹಕ ಆಡಮ್ ಕುರ್ಡೆನ್, ಈ ಅಳಿಸುವಿಕೆಗಳ ಬಗ್ಗೆ ತನ್ನ ನಿರಾಶೆಯನ್ನು ವ್ಯಕ್ತಪಡಿಸಿದರು.",0.6082425117492676,ok
kn,indic_nllb,Plans for vaccines to be delivered to the historically most affected areas this year were delayed due to lack of funds and low prioritisation relative to other diseases.,ಐತಿಹಾಸಿಕವಾಗಿ ಹೆಚ್ಚು ಬಾಧಿತ ಪ್ರದೇಶಗಳಿಗೆ ಲಸಿಕೆಗಳನ್ನು ತಲುಪಿಸುವ ಯೋಜನೆಯು ಈ ವರ್ಷ ಅನುದಾನದ ಕೊರತೆಯಿಂದಾಗಿ ಮತ್ತು ಇತರ ರೋಗಗಳಿಗೆ ಹೋಲಿಸಿದರೆ ಕಡಿಮೆ ಆದ್ಯತೆಯಿಂದಾಗಿ ವಿಳಂಬವಾಗಿದೆ.,ಈ ವರ್ಷ ಅತ್ಯಂತ ಹೆಚ್ಚು ಪರಿಣಾಮ ಬೀರುವ ಪ್ರದೇಶಗಳಿಗೆ ಲಸಿಕೆಗಳನ್ನು ತಲುಪಿಸುವ ಯೋಜನೆಗಳು ಹಣಕಾಸಿನ ಕೊರತೆಯಿಂದಾಗಿ ಮತ್ತು ಇತರ ರೋಗಗಳಿಗೆ ಹೋಲಿಸಿದರೆ ಕಡಿಮೆ ಆದ್ಯತೆ ನೀಡಿದ ಕಾರಣ ವಿಳಂಬಗೊಂಡಿವೆ.,0.6976487636566162,ok
kn,indic_nllb,"For some, understanding something about how aircraft work and what happens during a flight may help to overcome a fear which is based on the unknown or on not being in control.","ಹಲವರಿಗೆ, ವಿಮಾನವು ಹೇಗೆ ಕೆಲಸ ಮಾಡುತ್ತದೆ ಮತ್ತು ಅದು ಹಾರಾಟ ಹೇಗೆ ನಡೆಸುತ್ತದೆ ಎಂದು ತಿಳಿದುಕೊಂಡರೆ ಅವರಿಗೆ ತಮ್ಮ ನಿಯಂತ್ರಣದಲ್ಲಿರುವಿಕೆಯ ಬಗೆಗಿನ ಅಥವಾ ಅಪರಿಚಿತರ ಬಗೆಗಿನ ಭೀತಿ ನಿವಾರಣೆಯಾಗಬಹುದು.",ವಿಮಾನಗಳು ಹೇಗೆ ಕಾರ್ಯನಿರ್ವಹಿಸುತ್ತವೆ ಮತ್ತು ವಿಮಾನದಲ್ಲಿ ಏನಾಗುತ್ತದೆ ಎಂಬುದರ ಬಗ್ಗೆ ಕೆಲವು ವಿಷಯಗಳನ್ನು ಅರ್ಥಮಾಡಿಕೊಳ್ಳುವುದು ಅಪರಿಚಿತ ಅಥವಾ ನಿಯಂತ್ರಣವಿಲ್ಲದ ಕಾರಣದಿಂದಾಗಿ ಭಯವನ್ನು ಜಯಿಸಲು ಸಹಾಯ ಮಾಡುತ್ತದೆ.,0.5944011211395264,ok
kn,indic_nllb,"As the areas are sparsely populated, and light pollution therefore often not a problem, you will also be able to enjoy the stars.","ಪ್ರದೇಶಗಳು ವಿರಳ ಜನಸಂಖ್ಯೆ ಹೊಂದಿರುವುದರಿಂದ ಮತ್ತು ಬೆಳಕಿನ ಮಾಲಿನ್ಯವು ಸಮಸ್ಯೆಯಾಗಿಲ್ಲವಾದ್ದರಿಂದ, ನೀವು ನಕ್ಷತ್ರಗಳನ್ನು ಕೂಡ ನೋಡಿ ಆನಂದಿಸಲು ಸಾಧ್ಯವಾಗುತ್ತದೆ.","ಈ ಪ್ರದೇಶಗಳಲ್ಲಿ ಜನಸಂಖ್ಯೆ ಕಡಿಮೆ ಇರುವುದರಿಂದ ಮತ್ತು ಬೆಳಕಿನ ಮಾಲಿನ್ಯವು ಸಾಮಾನ್ಯವಾಗಿ ಸಮಸ್ಯೆಯಾಗಿಲ್ಲವಾದ್ದರಿಂದ, ನೀವು ನಕ್ಷತ್ರಗಳನ್ನು ಸಹ ಆನಂದಿಸಲು ಸಾಧ್ಯವಾಗುತ್ತದೆ.",0.6290385723114014,ok
kn,indic_nllb,Vatican City uses Italian in its legislation and official communications.,ವ್ಯಾಟಿಕನ್ ನಗರ ತನ್ನ ಶಾಸನ ಮತ್ತು ಅಧಿಕೃತ ಸಂವಹನಗಳಲ್ಲಿ ಇಟಾಲಿಯನ್ ಅನ್ನು ಬಳಸುತ್ತದೆ.,ವ್ಯಾಟಿಕನ್ ಸಿಟಿ ತನ್ನ ಶಾಸನ ಮತ್ತು ಅಧಿಕೃತ ಸಂವಹನಗಳಲ್ಲಿ ಇಟಾಲಿಯನ್ ಭಾಷೆಯನ್ನು ಬಳಸುತ್ತದೆ.,0.4393341541290283,ok
kn,indic_nllb,Subcultures bring together like-minded individuals who feel neglected by societal standards and allow them to develop a sense of identity.,ಉಪಸಂಸ್ಕೃತಿಗಳು ಸಮಾನ-ಮನಸ್ಸಿನ ವ್ಯಕ್ತಿಗಳನ್ನು ಸಾಮಾಜಿಕ ಮಾನದಂಡಗಳಿಂದ ನಿರ್ಲಕ್ಷಿಸಲಾಗಿದೆ ಎಂದು ಭಾವಿಸುತ್ತದೆ ಮತ್ತು ಗುರುತಿನ ಪ್ರಜ್ಞೆಯನ್ನು ಬೆಳೆಸಿಕೊಳ್ಳಲು ಅನುವು ಮಾಡಿಕೊಡುತ್ತದೆ.,ಉಪಸಂಸ್ಕೃತಿಗಳು ಸಮಾಜದ ಮಾನದಂಡಗಳಿಂದ ನಿರ್ಲಕ್ಷಿಸಲ್ಪಟ್ಟಿರುವಂತೆ ಭಾವಿಸುವ ಸಮಾನ ಮನಸ್ಸಿನ ವ್ಯಕ್ತಿಗಳನ್ನು ಒಟ್ಟುಗೂಡಿಸುತ್ತವೆ ಮತ್ತು ಗುರುತಿನ ಭಾವನೆಯನ್ನು ಅಭಿವೃದ್ಧಿಪಡಿಸಲು ಅವರಿಗೆ ಅವಕಾಶ ಮಾಡಿಕೊಡುತ್ತವೆ.,0.7207632064819336,ok
kn,indic_nllb,The scenes are displayed on the pyramids and the different pyramids are lit up.,ಪಿರಮಿಡ್‌ಗಳ ಮೇಲೆ ಸನ್ನಿವೇಶಗಳನ್ನು ಪ್ರದರ್ಶಿಸಲಾಗಿದೆ ಮತ್ತು ವಿಭಿನ್ನ ಪಿರಮಿಡ್‌ಗಳನ್ನು ಬೆಳಗುವಂತೆ ಮಾಡಾಲಾಗಿದೆ. ,ಈ ದೃಶ್ಯಗಳನ್ನು ಪಿರಮಿಡ್ಗಳಲ್ಲಿ ಪ್ರದರ್ಶಿಸಲಾಗುತ್ತದೆ ಮತ್ತು ವಿವಿಧ ಪಿರಮಿಡ್ಗಳು ಬೆಳಗುತ್ತವೆ.,0.3837299346923828,ok
kn,indic_nllb,It is reported that some 9400 homes in the region are without water and approximately 100 without electricity.,"ಈ ಪ್ರದೇಶದ ಸುಮಾರು 9400 ಮನೆಗಳಲ್ಲಿ ನೀರಿಲ್ಲ, ಅಂದಾಜು 100 ಮನೆಗಳಿಲ್ಲ ವಿದ್ಯುತ್ ಸಂಪರ್ಕವಿಲ್ಲ ಎಂದು ವರದಿಯಾಗಿದೆ.",ಈ ಪ್ರದೇಶದಲ್ಲಿ ಸುಮಾರು 9400 ಮನೆಗಳು ನೀರು ಮತ್ತು ಸುಮಾರು 100 ಮನೆಗಳು ವಿದ್ಯುತ್ ಸಂಪರ್ಕವಿಲ್ಲ ಎಂದು ವರದಿ ಮಾಡಲಾಗಿದೆ.,0.4137411117553711,ok
kn,indic_nllb,"He added that ""they should not, however, be asked to take on obligations that go beyond their development stage, responsibility and capabilities.""","ಅವರು ಸೇರಿಸಿರುವುದೇನೆಂದರೆ ""ಆದಾಗ್ಯೂ, ಬೆಳವಣಿಗೆ ಹಂತ, ಜವಾಬ್ದಾರಿ ಮತ್ತು ಸಾಮರ್ಥ್ಯಗಳಾಚೆಗೆ ಬಾಧ್ಯತೆಗಳನ್ನು ಹೊಂದುವಂತೆ ಅವರನ್ನು ಕೇಳಬಾರದು.""","""ಆದಾಗ್ಯೂ, ತಮ್ಮ ಅಭಿವೃದ್ಧಿ ಹಂತ, ಜವಾಬ್ದಾರಿ ಮತ್ತು ಸಾಮರ್ಥ್ಯಗಳನ್ನು ಮೀರಿದ ಜವಾಬ್ದಾರಿಗಳನ್ನು ತೆಗೆದುಕೊಳ್ಳಲು ಅವರಿಗೆ ಕೇಳಬಾರದು"" ಎಂದು ಅವರು ಸೇರಿಸಿದರು.",0.5407230854034424,ok
kn,indic_nllb,Congress began funding the obscenity initiative in fiscal 2005 and specified that the FBI must devote 10 agents to adult pornography.,2005 ವಿತ್ತ ವರ್ಷದಲ್ಲಿ ಕಾಂಗ್ರೆಸ್‌ ಅಶ್ಲೀಲತೆ ಉಪಕ್ರಮ ಹಣಕಾಸು ಆರಂಭಿಸಿತು ಮತ್ತು ವಯಸ್ಕ ಪೋರ್ನೋಗ್ರಫಿಗೆ 10 ಏಜೆಂಟ್‌ಗಳನ್ನು ನಿಗದಿಸಬೇಕು ಎಂದು ಎಫ್‌ಬಿಐಗೆ ಸೂಚಿಸಿತು.,ಕಾಂಗ್ರೆಸ್ 2005ರ ಹಣಕಾಸು ವರ್ಷದಲ್ಲಿ ಅಶ್ಲೀಲತೆ ಉಪಕ್ರಮವನ್ನು ಹಣಕಾಸು ನೆರವು ನೀಡಲು ಆರಂಭಿಸಿತು ಮತ್ತು ಎಫ್ಬಿಐ 10 ಏಜೆಂಟ್ಗಳನ್ನು ವಯಸ್ಕ ಅಶ್ಲೀಲತೆಗಾಗಿ ಮೀಸಲಿಡಬೇಕು ಎಂದು ನಿರ್ದಿಷ್ಟಪಡಿಸಿತು.,0.845268726348877,ok
kn,indic_nllb,"Famous singers across the country presented bhajans, or devotional songs, to Shri Shyam's feet.",ದೇಶದ ಪ್ರಸಿದ್ಧ ಗಾಯಕರು ಭಜನೆ ಅಥವಾ ಭಕ್ತಿಗೀತೆಗಳನ್ನು ಹಾಡಿ ಶ್ರೀ ಶ್ಯಾಮ್ ಅವರ ಪಾದ ಕಮಲಗಳಿಗೆ ಅರ್ಪಿಸಿದರು.,ದೇಶದಾದ್ಯಂತ ಪ್ರಸಿದ್ಧ ಗಾಯಕರು ಶ್ರೀ ಶ್ಯಮ್ ಅವರ ಪಾದಗಳಿಗೆ ಭಜಾನಗಳು ಅಥವಾ ಭಕ್ತಿಗೀತೆಗಳನ್ನು ಹಾಡಿದರು.,0.531545877456665,ok
kn,indic_nllb,It is Martelly's fifth CEP in four years.,ಇದು ನಾಲ್ಕು ವರ್ಷಗಳಲ್ಲಿ ಮಾರ್ಟೆಲಿಯ ಐದನೇ CEP ಆಗಿದೆ.,ಇದು ನಾಲ್ಕು ವರ್ಷಗಳಲ್ಲಿ ಮಾರ್ಟೆಲಿಯ ಐದನೇ ಸಿಇಪಿ.,0.2721593379974365,ok
kn,indic_nllb,"France is the seventh country in the European Union to suffer this virus; following Austria, Germany, Slovenia, Bulgaria, Greece and Italy.","ಈ ನಂಜಿಗೆ ತುತ್ತಾದ ಯುರೋಪಿಯನ್ ಒಕ್ಕೂಟದ ಏಳನೇ ದೇಶ ಫ್ರಾನ್ಸ್; ಆಸ್ಟ್ರಿಯಾ, ಜರ್ಮನಿ, ಸ್ಲೊವೇನಿಯಾ, ಬಲ್ಗೇರಿಯಾ, ಗ್ರೀಸ್ ಮತ್ತು ಇಟಲಿಯನ್ನು ಅನುಸರಿಸಿಕೊಂಡು.","ಈ ವೈರಸ್ ಸೋಂಕಿಗೆ ಒಳಗಾದ ಯುರೋಪಿಯನ್ ಒಕ್ಕೂಟದ ಏಳನೇ ದೇಶ ಫ್ರಾನ್ಸ್ ಆಗಿದೆ. ಆಸ್ಟ್ರಿಯಾ, ಜರ್ಮನಿ, ಸ್ಲೊವೆನಿ, ಬಲ್ಗೇರಿಯಾ, ಗ್ರೀಸ್ ಮತ್ತು ಇಟಲಿಯ ನಂತರ.",0.939467191696167,ok
kn,indic_nllb,"During the 1976 selections he advised Carter on foreign policy, then served as National Security Advisor (NSA) from 1977 to 1981, succeeding Henry Kissinger.","1976 ರ ಆಯ್ಕೆಯಲ್ಲಿ, ಅವರು ಕಾರ್ಟರ್‌ಗೆ ವಿದೇಶಾಂಗ ನೀತಿಯ ಬಗ್ಗೆ ಸಲಹೆ ನೀಡಿದರು ಮತ್ತು ನಂತರ 1977 ರಿಂದ 1981 ರವರೆಗೆ ಹೆನ್ರಿ ಕಿಸ್ಸಿಂಜರ್ ಅವರ ರಾಷ್ಟ್ರೀಯ ಭದ್ರತಾ ಸಲಹೆಗಾರರಾಗಿ (ಎನ್‌ಎಸ್‌ಎ) ಸೇವೆ ಸಲ್ಲಿಸಿದರು.","1976 ರ ಚುನಾವಣೆಯಲ್ಲಿ ಅವರು ವಿದೇಶಾಂಗ ನೀತಿಯಲ್ಲಿ ಕಾರ್ಟರ್ಗೆ ಸಲಹೆ ನೀಡಿದರು, ನಂತರ 1977 ರಿಂದ 1981 ರವರೆಗೆ ರಾಷ್ಟ್ರೀಯ ಭದ್ರತಾ ಸಲಹೆಗಾರ (ಎನ್ಎಸ್ಎ) ಆಗಿ ಸೇವೆ ಸಲ್ಲಿಸಿದರು, ಹೆನ್ರಿ ಕಿಸಿಂಜರ್ ಅವರನ್ನು ಉತ್ತರಾಧಿಕಾರಿ ಮಾಡಿದರು.",0.9112808704376221,ok
ta,indic_nllb,British pounds will generally be accepted anywhere in the islands and within Stanley credit cards and United States dollars are also often accepted.,பிரிட்டிஷ் பவுண்டுகள் பொதுவாக தீவுகள் மற்றும் ஸ்டான்லி பகுதிக்குள் எங்கும் ஏற்றுக்கொள்ளப்படுகின்றன மற்றும் கடன் அட்டைகள் மற்றும் அமெரிக்க டாலர்களும் ஏற்றுக்கொள்ளப்படுகின்றன.,"பிரிட்டிஷ் பவுண்டுகள் பொதுவாக தீவுகளில் எங்கும் ஏற்றுக்கொள்ளப்படும், மேலும் ஸ்டான்லி கடன் அட்டைகள் மற்றும் அமெரிக்க டாலர்கள் ஆகியவற்றிலும் பெரும்பாலும் ஏற்றுக்கொள்ளப்படுகின்றன.",0.7518348693847656,ok
ta,indic_nllb,"One was sent to George Washington on July 6, who had it read to his troops in New York on July 9. A copy reached London on August 10.","ஜார்ஜ் வாஷிங்டனுக்கு  ஒருவன் ஜூலை ஆறாம் தேதி அனுப்பப்பட்டான், அவன் நியூயார்க்கில் ஜூலை ஒன்பதாம் தேதி படைகளிடம் வாசித்தான். லண்டனுக்கு ஆகஸ்ட் 10ஆம் தேதி ஒரு பிரதி சென்றடைந்தது.",ஜூலை 6 அன்று ஜார்ஜ் வாஷிங்டனுக்கு ஒரு பிரதியை அனுப்பி வைத்தார். ஜூலை 9 அன்று நியூயார்க்கில் உள்ள தனது படைகளுக்கு அவர் அதை வாசித்தார்.,0.695138692855835,ok
ta,indic_nllb,"Montevideo is in the subtropics; in the summer months, temperatures above +30°C are common.",மான்டி வீடியோ துணை வெப்ப மண்டலத்தில் உள்ளது; கோடை மாதங்களில் வெப்பம் +30 டிகிரி C என்பது சாதாரணமானது.,மான்டெவிடியோ துணை வெப்பமண்டலத்தில் உள்ளது; கோடை மாதங்களில் +30 டிகிரி செல்சியஸுக்கு மேல் வெப்பநிலைகள் பொதுவாகவே உள்ளன.,0.7205667495727539,ok
ta,indic_nllb,He is speculated to make a run for president in 2016.,அவர் 2016-இல் அதிபராகப் போட்டியிடுவார் என்று யூகிக்கப்படுகிறது.,அவர் 2016 ஆம் ஆண்டில் ஜனாதிபதியாக போட்டியிடலாம் என்று ஊகிக்கப்படுகிறது.,0.32917237281799316,ok
ta,indic_nllb,"This is the place the British colonisers took as their own and so if you are looking for evidence of the territory's colonial past, this is a good place to start.","இந்த இடத்தைத் தான், பிரிட்டிஷ் காலனிக்காரர்கள் தங்களுக்கு சொந்தமானதென்று கருதினர். எனவே நீங்கள் பிரதேசத்தின் காலனித்துவ சம்பந்தப்பட்ட கடந்த காலச் சான்றுகளைத் தேடுகிறீர்களென்றால், இந்த இடத்தில் இருந்து தொடங்குவது சிறந்ததாகும்.","இங்கிலாந்து காலனித்துவவாதிகள் தங்களுடையதாக எடுத்துக் கொண்ட இடமே இது. எனவே, இந்த பிரதேசத்தின் காலனித்துவ கடந்த காலத்தின் ஆதாரங்களை நீங்கள் தேடுகிறீர்களானால், இது ஒரு நல்ல தொடக்க இடமாகும்.",0.8973546028137207,ok
ta,indic_nllb,"The qualities that determine a subculture as distinct may be linguistic, aesthetic, religious, political, sexual, geographical, or a combination of factors.","துணைக் கலாச்சாரத்தை நிர்ணயிக்கும் இயல்புகள் மொழி, தோற்றம், மதம் , அரசியல், பாலினம், புவியமைப்பு அல்லது பல கூற்றிகளின் கலவைகளால் தனிப்படுத்தப் படுபவை.","ஒரு துணை கலாச்சாரத்தை வேறுபடுத்தும் பண்புகள் மொழி, அழகியல், மத, அரசியல், பாலியல், புவியியல் அல்லது காரணிகளின் கலவையாக இருக்கலாம்.",0.6520929336547852,ok
ta,indic_nllb,"Aristotle, a philosopher, theorised that everything is made up of a mixture of one or more of four elements. They were earth, water, air, and fire.","பூமி, நீர், காற்று, நெருப்பு ஆகியவற்றின் ஒன்று அல்லது அதற்கு மேற்பட்ட நான்கு கூறுகளின் கலவையால் அனைத்தும் உருவாக்கப்படுகிறது என்று தத்துவஞானியான அரிஸ்டாட்டில் கூறினார்.","அரிஸ்டோலஸ் என்ற தத்துவஞானி, பூமியை, தண்ணீரை, காற்றை, நெருப்பைப் போன்ற நான்கு உறுப்புகளில் ஒன்று அல்லது அதற்கு மேற்பட்டவை கலவையாக அமைந்துள்ளதாகக் கருதினார்.",0.8909013271331787,ok
ta,indic_nllb,The term bug is used by entomologists in a formal sense for this group of insects.,"பக் என்ற சொல், இந்தப் பூச்சிக் குழுவுக்கான முறையான பொருளில் பூச்சியியல் வல்லுநர்களால் பயன்படுத்தப்படுகிறது.",பூச்சிகள் என்ற சொல் பூச்சிகள் என்ற இந்த குழுவிற்கு முறையான அர்த்தத்தில் பூச்சிகள் நிபுணர்களால் பயன்படுத்தப்படுகிறது.,0.4709336757659912,ok
ta,indic_nllb,The Report is highly critical of almost every aspect of the present policy of the Executive towards Iraq and it urges an immediate change of direction.,"ஈராக்கை நோக்கிய நிர்வாகத்தின் தற்போதைய கொள்கையின் ஒவ்வொரு அம்சத்தையும் இந்த அறிக்கை மிகவும் விமர்சிக்கிறது, மேலும் இது உடனடியாக திசையை மாற்ற வலியுறுத்துகிறது.",ஈராக்கிற்கான நிர்வாகத்தின் தற்போதைய கொள்கையின் கிட்டத்தட்ட ஒவ்வொரு அம்சத்தையும் இந்த அறிக்கை கடுமையாக விமர்சிக்கிறது மற்றும் உடனடியாக திசைமாற்றத்தை வலியுறுத்துகிறது.,0.7376704216003418,ok
ta,indic_nllb,Posted speed limits are noticeably lower than in previous and subsequent sections — commonly 35-40 mph (56-64 km/h) — and strict obedience to them is even more important than otherwise.,குறிப்பிடப்பட்ட வேக வரம்புகள் முந்தைய மற்றும் அடுத்தடுத்த பிரிவுகளை விடக் குறிப்பிடத்தக்க அளவில் குறைவாக உள்ளன - பொதுவாக ஒரு மணிநேரத்துக்கு 35-40 மைல் (56-64 கிமீ / மணி) - மற்றும் அதைச் சரியாக கடைப்பிடிப்பது ஆகியவை மற்ற விஷயங்களை விட முக்கியமானது.,வெளியிடப்பட்ட வேக வரம்புகள் முந்தைய மற்றும் அடுத்தடுத்த பிரிவுகளை விட கணிசமாகக் குறைவாக உள்ளன  பொதுவாக 35-40 mph (56-64 km/h)  மற்றும் அவற்றுக்கு கடுமையான கீழ்ப்படிதல் வேறு வழியில் விட முக்கியமானது.,0.9773030281066895,ok
ta,indic_nllb,"In remote locations, without cell phone coverage, a satellite phone may be your only option.","தொலைதூர இடங்களில், செல்போன் கவரேஜ் இல்லாமல் இருப்பின், செயற்கைக்கோள் தொலைபேசி மட்டுமே உங்களின் தேர்வாக இருக்க முடியும்.","தொலைதூரங்களில் செல்போன் வசதி இல்லாமல், செயற்கைக்கோள் தொலைபேசி மட்டுமே உங்களுக்கு விருப்பமாக இருக்கலாம்.",0.45763564109802246,ok
ta,indic_nllb,Sleep interruption is the process of purposefully awakening during your normal sleep period and falling asleep a short time later (10–60 minutes).,"தூக்க இடையூறு என்பது உங்கள் இயல்பான தூங்கும் நேரத்திலிருந்து ஏதேனும் நோக்கத்திற்காக விழித்தெழுவதும், சிறிது நேரம் கழித்து (10-60 நிமிடங்கள்) மீண்டும் தூங்குவதாகும்.",தூக்க இடைவெளி என்பது உங்கள் சாதாரண தூக்க காலத்தில் வேண்டுமென்றே எழுந்து சிறிது நேரம் கழித்து (1060 நிமிடங்கள்) தூங்குவது ஆகும்.,0.5970098972320557,ok
ta,indic_nllb,"Goats seem to have been first domesticated roughly 10,000 years ago in the Zagros Mountains of Iran.","தோராயமாக 10,000 ஆண்டுகளுக்கு முன் ஈரானின் ஜாகரோஸ் மலைகளில் முதன் முதலில் ஆடுகள், வீட்டு விலங்காக வளர்க்கப்பட்டதாக தெரிகிறது.","ஈரானின் ஜாக்ரோஸ் மலைகளில் சுமார் 10,000 ஆண்டுகளுக்கு முன்பு ஆடுகளை முதன்முதலில் கால்நடை செய்ததாகத் தெரிகிறது.",0.5548017024993896,ok
ta,indic_nllb,"The main Amazon River is 6,387 km (3,980 miles). It collects water from thousands of smaller rivers.","முக்கிய அமேசான் நதி 6,387 கிமி (3,980 மைல்கள்). அது ஆயிரக்கணக்கான சிறு ஆறுகளிலிருந்து நீரைப் பெறுகிறது.","அமேசான் ஆறு 6,387 கிமீ (3,980 மைல்) நீளமுள்ளதாகும்.",0.3946502208709717,ok
ta,indic_nllb,Segregation and recombination shuffle variation back and forth between the two pools with each generation.,இரண்டு தலைமுறைகளுக்கு இடையே பாகுபாடானது பிரித்தல் மற்றும் மறுசீரமைப்பு செய்தல் மூலம் முன்னும் பின்னுமாக கலந்து மாறுபாடு செய்கிறது.,பிரிவு மற்றும் மறுசீரமைப்பு ஒவ்வொரு தலைமுறையிலும் இரண்டு குளங்களுக்கு இடையில் முன்னும் பின்னுமாக மாறுபாடுகளை கலக்கிறது.,0.5304980278015137,ok
ta,indic_nllb,"Hershey and Chase used phages, or viruses, to implant their own DNA into a bacterium.","ஹர்ஷே மற்றும் சேஸ், உண்ணிகள் அல்லது வைரஸ்களைப் பயன்படுத்தி  தங்களுடைய டிஎன்ஏ-க்களை  பாக்டீரியத்தில் பதித்தார்கள்.",ஹெர்ஷியும் சேஸும் தங்கள் சொந்த டி. என். ஏவை பாக்டீரியாவில் செருகும்படி பாஜாக்களை அல்லது வைரஸ்களைப் பயன்படுத்தினர்.,0.662416934967041,ok
